3931240,"Benzofuranyloxy and benzthienyloxy and certain 2,3-dihydro benzofuranyloxy and benzothienyloxy amidoximes",1/6/76," Amidoxime derivatives corresponding to the general formula: ##EQU1## and pharmaceutically acceptable acid addition salts thereof, wherein R.sub.1 and R.sub.2, which are the same or different, represent hydrogen or a straight- chain lower alkyl radical containing from 1 to 3 carbon atoms, n is 0, 1 or 2 and R is selected from the groups consisting of: Wherein X represents oxygen or sulphur, Y. . .Z represents HC-CH or C=C, R.sub.3 and R.sub.4, which are the same or different, represent hydrogen or a branched- or straight-chain lower alkyl radical containing from 1 to 3 carbon atoms with the provisos that: A. when n is 1, R.sub.1 and R.sub.2 are each hydrogen and R is selected from the groups A, B, C and D. b. when n is 2, R.sub.1 and R.sub.2 are each hydrogen and R is selected from the groups A, B, C and the group D when it represents .beta.-naphthyl. They are effective as antidepressive and antiaggressive agents. ",Labaz,"PierreLuc Eymard,Fernand Binon",None
3931241,Method for preparation of citraconic acid and derivatives thereof,1/6/76," A method of preparing citraconic acid and derivatives thereof comprising reacting methylsuccinic acid and derivatives thereof (such as an acid halide, an acid anhydride, a monoester and a diester) with chlorine in the absence of or in the presence of a catalyst at a temperature ranging from about 100.degree. to 500.degree.C. ",Denki Kagaku Kogyo Kabushiki Kaisha,"Chiyuki Fujii,Yoshio Kosai,Iwao Kibayashi",3770812
3931242,"New molybdenum and tungsten compounds, their manufacture and their use as catalysts in the stereospecific polymerisation of unsaturated organic compounds",1/6/76," Organic compounds of the formula: EQU [(H.sub.3.sub.-n X.sub.n)C -- CO.sub.2 M (CO).sub.m (R).sub.p (L).sub.q ].sub.r In which X is a halogen atom, at least one X being fluorine, M is molybdenum or tungsten, R is a hydride ion or a hydrocarbon group, L is a Lewis base and m, n, p, q and r are integers, are manufactured from fluoracetic esters and molybdenum or tungsten carbonyl compounds, They are useful as catalysts for polymerizing or co-polymerising unsaturated compounds such as butadiene. ","Institut Francaise du Petrole, des Carburants et Lubrifiants","Emmanuel Goldenberg,Francois Dawans",3660445
3931243,Production of phthalic anhydride,1/6/76," Anhydrides of carboxylic acids, more particularly, of aromatic, naphthenic and saturated aliphatic acids having at least one pair of carboxyl groups attached to adjacent carbon atoms, can be prepared by thermal decomposition of amine salts of the acids, with removal of the amine. The amine salts may be produced by aqueous hydrolysis of the corresponding nitriles, imides, or amides in the presence of an amine, or by hydrolysis to the ammonium salts followed by conversion to the amine salt by stripping off ammonia in the presence of an amine. ",The Lummus Company,"AbrahamP. Gelbein,JohnE. Paustian","2,478,464,249,905,520,000,000,000,000"
3931244,Thioureas,1/6/76," The invention relates to thioureas of formula: ##EQU1## wherein R is phenyl, substituted phenyl or furyl and R.sup.1 is hydrogen or methyl. The compounds are useful as anorexiants. ",John Wyeth & Brother Limited,"JohnLambert Jackson,JohnLeheup Archibald",None
3931245,Flavoring agent,1/6/76," Furan Sulfur compounds of the formula ##SPC1## Wherein n is 1 and R is methyl, ethyl, propyl, 1-methyl-prop-1-en-1-yl, 2-methyl-prop-1-en-1-yl, furyl or hydrogen; and wherein n is 2 and R is methyl which are useful as flavor additives for foodstuffs and beverages. ",Firmenich & Cie,"Max Stoll,Max Winter,Ivon Flament,Fritz Gautschi",None
3931246,Flavoring agents,1/6/76," Furan Sulfur compounds of the formula ##SPC1## Wherein when n is 0, R.sub.1 and R.sub.2 are methyl; when n is 1, R.sub.1 and R.sub.2 are methyl or R.sub.1 is hydrogen and R.sub.2 is 5-methylfuryl; and when n is 2, R.sub.1 and R.sub.2 are hydrogen which are useful as flavor additives to foodstuffs and beverages. ",Firmenich & Cie,"Fritz Gautschi,Max Stoll,Ivon Flament,Max Winter",None
3931247,5-(Substituted)phenylfurfuryl alcohols,1/6/76, A series of 5-(substituted)phenylfurfuryl alcohols are useful as anti-inflammatory agents. ,"Morton-Norwich Products, Inc.","StanfordS. Pelosi, Jr.",3458523
3931248,Reactive high polymer compound,1/6/76," A high polymer compound containing therein the reactive group represented by the following general formula; ##SPC1## Wherein X represents O or S; Y represents a hydrogen atom or a cyano group; and R.sub.2 represents a hydrogen atom, an alkyl group having not more than 4 carbon atoms, a halogen atom or a nitro group. ","Fuji Photo Film Co., Ltd.","Yukio Maekawa,Akira Umehara,Masato Satomura",2653866
3931249,Epoxidation using phthalocyanine catalysts,1/6/76," A process for the epoxidation of ethylenically unsaturated compounds with organic hydroperoxides using metal-free phthalocyanines or metal phthalocyanines as catalysts. Suitable metals include those of the metals Ni, Cu, Ag, Ti, V, Zr, Mo. Re, or U. ",Celanese Corporation,AdinLee Stautzenberger,"33,330,103,350,422,300,000,000,000,000,000,000"
3931250,Heterocyclic compound as odor- and flavor-modifying agent,1/6/76," New heterocyclic compound useful as odor-modifying agent for manufacturing perfumes, perfumed products, natural or synthetic essential oils, and as flavor-modifying agent for the manufacture of artificial flavors or for flavoring foodstuffs, animal feeds, beverages, pharmaceutical preparations and tobacco products. Process for preparing said heterocyclic compound. ",Firmenich SA,AlanFrancis Thomas,None
3931251,Process for the manufacture of 1-nitroanthraquinone,1/6/76, Preparation of very pure 1-nitroanthraquinone by heating 1-nitroanthraquinone which contains dinitroanthraquinone with the aqueous solution of a salt of sulphurous acid in the presence of an inert organic solvent. ,Bayer Aktiengesellschaft,"Axel Vogel,Reinold Schmitz","378,607,323,027,293,000,000"
3931252,Process for the preparation of pure 1-nitroanthraquinone,1/6/76," Process for the manufacture of pure 1-nitroanthraquinone, characterised in that a nitroanthraquinone mixture obtained by nitration of anthraquinone in the presence of inorganic acids and, optionally, lowering the molar fraction of the acids in the reaction mixture after isolation of the reaction products which have precipitated and, optionally, further measures, is subjected to a rectification. ",Bayer Aktiengesellschaft,"Karl-Werner Thiem,Bernd Thelen,Rutger Neeff,Wolfgang Auge","3,798,243,287,416,830,000,000,000,000"
3931253,Process for the production of aminoanthraquinone,1/6/76," The present invention concerns a novel process for the production of an aminoanthraquinone, which comprises catalytically hydrogenating the corresponding nitroanthraquinone in an organic solvent. Aminoanthraquinones are known and are useful as intermediates in the production of anthraquinone dyestuffs. ","Sandoz Ltd., (Sandoz AG)","Heinrich Till,Franz Krenmueller",None
3931254,Process for the preparation of anthraquinone,1/6/76," A simple process for preparing anthraquinone in good yield from anthracene is described, which process comprises oxidising anthracene by means of oxygen or an oxygen-containing gas in the liquid phase, in an inert organic diluent, in the presence of a halogen-copper bond free copper derivative. ",Rhone-Poulenc S.A.,"Raymond Janin,Leon Krumenacker","18,803,221,787,417,100,000,000,000,000,000,000"
3931255,"Process for the production of 5-nitro-1,4-naphthoquinone",1/6/76," 5-Nitro-1,4-naphthoquinone is prepared by reducing 8-nitro-1,4-naphthoquinone-1-oxime and/or 5-nitro-1,4-naphthoquinone-1-oxime in an aqueous and/or organic reaction medium in the presence of iron (II) ions and a hydrogen halide at a temperature in the range of from -20.degree. to 100.degree.C, and thereafter oxidizing the 8- and and/or 5-nitro-4-amino-1-naphthol formed, or the corresponding salt, optionally without intermediate isolation, at a temperature in the range of from -10.degree. to 100.degree.C to form the desired 5-nitro-1,4-naphthoquinone. ",Bayer Aktiengesellschaft,"Friedrich Durholz,Rolf Putter",None
3931256,Chemical process for production of bile acids,1/6/76," This invention relates to new and novel methods for the production of substantially pure bile acids, and particularly, 3.alpha.,7.alpha.-dihydroxy 5.beta.-cholanic acid, from natural sources thereof. ",Intellectual Property Development Corporation,WilliamH. Saltzman,3846411
3931257,Polyene compounds,1/6/76," Novel 9-substituted phenyl- or cyclohex-1-en-1-yl-3,7-dimethyl-nona-2,4,6-trienoic acids or derivatives thereof, -trienal or -trienol derivatives are described. The subject compounds are useful in the treatment of certain dermatoses and inflammatory and allergic dermatological conditions. ",Hoffmann-La Roche Inc.,BeverlyAnn Pawson,"25,294,983,876,673,300,000,000,000,000,000,000"
3931258,Recovery of sugar cane wax,1/6/76," This invention relates to a process for recovering wax from filter cake derived from the treatment of sugar cane in the production of cane sugar. The process involves taking up the wax in water by forming an aqueous slurry of the filter cake, adding a surface active agent to the slurry to assist the release of wax from the fibres in the slurry and then heating the slurry to melt the wax which then passes into the water. Thereafter an extractant for the wax, such as kerosene, is added to the slurry to extract the wax whereafter the extractant is separated off, the wax is allowed to crystallize on cooling and is then recovered by filtration or centrifuging. ",Chemical Services (Proprietary) Limited,AlanW. Lake,"2,499,008,247,697,420,000,000,000,000"
3931259,Process for the preparation of carboxylic acids,1/6/76," The present invention provides a process for the preparation of carboxylic acids, which comprises reacting relatively long-chain vicinal diols and/or their complete or part esters with lower carboxylic acids with nitric acid having a concentration of at least 65% at temperatures from 40.degree. to 100.degree.C, and recovering said carboxylic acids. ",Henkel & Cie G.m.b.H.,"Herbert Lepper,Werner Stein","23,652,902,862,942,300,000,000,000,000,000,000"
3931260,Organo metallic compounds,1/6/76, Organo metallic compounds for use in the treatment of glass fibers prepared by reaction of a hydrolyzable metal halide and one or more epoxides. The organo metallic compounds of this invention are characterized by a beta-haloalkoxy group and are resistant to hydrolysis. ,Owens-Corning Fiberglas Corporation,"FrancescoM. Vigo,KevinM. Foley","3,190,892,347,141,130,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
3931261,Bromosalicylanilide biocidal agents,1/6/76," Biocidal agents, such as bactericides and fungicides, are bromosalicylanilide derivatives of the following formula: ##SPC1## Wherein R is hydrogen or a halogen atom such as chlorine or bromine, n is a whole number of 1 or 2 and M is a metal salt such as an alkali metal, alkaline earth metal, copper or zinc. These compounds are prepared by reaction of a 3,5-dibromosalicylic acid halide with the desired aminobenzenesulfonic acid. ",GAF Corporation,AlbertF. Strobel,"30,640,483,057,920"
3931262,Hydrophilic and difficultly volatile biocidal triorganotin compounds,1/6/76, New triorganotin compounds which are hydrophilic and difficultly volatile are used as biocides. ,Ciba-Geigy Corporation,"HansJoachim Lorenz,HermannOtto Wirth,Hans-Helmut Friedrich","3,015,644,312,923,630,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
3931264,Method for recovering solubilized organotin halides,1/6/76, Certain organotin halides can be recovered in substantially quantitative yield from their aqueous solutions by adding a non-reactive highly soluble inorganic salt to partially or completely saturate the solution and then heating the resultant solution as required to effect a separation of the organotin halide from the aqueous phase. ,M & T Chemicals Inc.,"WilliamA. Larkin,JeanW. Bouchoux","340,416,725,694,923,000,000,000,000,000,000,000,000,000"
3931265,Process for producing anionic metal-containing sulfonates,1/6/76," A process for producing oil-soluble anionic metal sulfonates is disclosed wherein an anionic metal acid anhydride or its corresponding hydrate is reacted with an oil-soluble sulfonic acid and a polyamine compound to produce the desired metal sulfonate. The metal constituent of the anionic metal acid anhydride is selected from the group consisting of silicon, molybdenum, vanadium, arsenic, phosphorus, selenium, boron and tellurium. ",Continental Oil Company,RoyC. Sias,"280,920,928,241,263,000,000,000,000,000,000,000,000,000"
3931266,Organo silicon compounds,1/6/76," This invention is addressed to organo silicon compounds prepared by reaction of a halosilane, a monoepoxide containing at least one other functional group, and at least one polyepoxide. The products of this invention are liquid organo silicon compounds which are useful in the treatment of glass fibers to improve the bonding relationship between glass fibers and resinous or elastomeric materials. ",Owens-Corning Fiberglas Corporation,"FrancescoM. Vigo,KevinM. Foley","252,995,625,110,133,000,000"
3931267,Silylated bisphenol,1/6/76, The silane compounds of the instant invention can be representated by the formula: ##SPC1## Wherein a has a value of 0 to 2 inclusive; wherein n is an integer of 1 or 2; wherein m has a value of 0 to 1 inclusive and wherein the sum of n + m is 2; and wherein X is a hydrolyzable group. ,Union Carbide Corporation,GeorgeL. Brode,"3,328,450,305,586,430,000,000,000,000"
3931268,Methylhydrazinomethyl-substituted benzoic acid amides,1/6/76, Benzene-ring substituted (2-methylhydrazino)methylbenzene compounds and intermediates therefor are described. The former compounds are useful as cytostatic agents. ,Hoffmann-La Roche Inc.,"Hugo Gutmann,Balthasar Hegedus,Ado Kaiser,Marcel Muller,Paul Zeller,Albert Langemann,Werner Bollag",3520926
3931269,Alpha-acyl substituted naphthylacetic acids,1/6/76, Novel naphthylalkanoic acids and their derivatives are described. Therapeutic compositions and method of treatment of inflammation is also disclosed. ,"William H. Rorer, Inc.","ChingTan Tsuei,Julius Diamond",3829467
3931270,"Process for producing 2-thia substituted 1,4 diones",1/6/76," Process for producing 3-thia substituted alkane 1,4 diones comprising the steps of: PA1 I. Providing a 2-ene-1,4 dione having the structure: ##SPC1## PA1 Ii. Intimately admixing said 2-ene-1,4 dione with a sulfur compound having the formula: EQU R.sub.3 SH PA1 thereby providing a substituted or sunsubstituted 2-thia substituted alkane 1,4 dione having the structure: ##SPC2## Wherein PA1 R.sub.3 is selected from the group consisting of acyl and royl, wherein R.sub.2 is lower alkyl; and wherein R.sub.1, R.sub.4 and r.sub.6 are the same or different and are selected from the group consisting of hydrogen and lower alkyl; wherein when R.sub.1 is hydrogen, the reaction (ii) is carried out in the presence of an organic base; and wherein when R.sub.1 is lower alkyl, the reaction (ii) is carried out in the absence of catalyst. Examples of such organic bases are piperidine, pyridine, triethyl amine, quinoline or alpha-picoline. ",International Flavors & Fragrances Inc.,"BernardJ. Mayers,WilliamJ. Evers","34,415,892,630,452"
3931271,Process for the production of secondary alcohol ether sulfates,1/6/76," A process for the production of secondary alcohol ether sulfates which consists essentially of reacting adducts of secondary alkanols having from 6 to 22 carbon atoms adducted with 1 to 10 mols of an alkylene oxide selected from the group consisting of ethylene oxide and propylene oxide, said adduct having at least 1 mol of oxypropylene per mol of alcohol, with at least a molecular equivalent of a sulfating agent stronger than concentrated sulfuric acid at temperatures of from 0.degree.C to 50.degree.C and recovering said secondary alcohol ether sulfate. PAC THE PRIOR ART At present secondary alcohols can be prepared from inexpensive raw materials, such as by oxidation of paraffins, substantially simpler than the preparation of primary alcohols. However, up to now the practical use of secondary alcohols is limited to non-ionic products prepared from them. Surface-active sulfates derived from secondary alcohols are used only in small amounts since the preparation of such raw materials for washing agents is very difficult, because of the instability of the secondary alkylsulfates. Primary alcohols, on the contrary, can be converted simply and with good yields into surface-active sulfates. In the sulfation of secondary alcohols, the conversion rates are low. In order to obtain somewhat usable products, expensive procedures have to be introduced, such as working with solvents and adduct formers, use of special sulfating agents, such as, for example, amidosulfonic acid, etc., as well as the addition of ethylene oxide adducts of primary alcohols. On the other hand, there is the possibility that by reaction of secondary alcohols with ethylene oxide, adducts with primary hydroxyl groups can be prepared, the sulfation products of which could be expected to have greater stability. It is, however, very difficult to prepare ethoxylates of secondary alcohols with a high conversion rate and small amounts of by-products. A higher conversion rate of the secondary alcohols with ethylene oxide can only be attained by relatively cumbersome procedures, such as, for example, a two-step ethoxylation in which in the first step an acidic catalyst is used and, after distilling off the unreacted secondary alcohol, in the second step an alkaline catalyst is utilized. However, the ethoxylated secondary alcohols obtained by this expensive procedure are also unsatisfactorily sulfated and can only be sulfated by the application of special procedures. This is difficult to explain since by the ethoxylation of secondary alcohols, adducts with primary hydroxyl groups were formed. PAC OBJECTS OF THE INVENTION An object of the present invention is the development of a simple process for the production of secondary alcohol ether sulfates utilizing conventional strong sulfating agents to give products with a high degree of sulfation. Another object of the invention is the development of a process for the production of secondary alcohol ether sulfates which consists essentially of reacting adducts of secondary alkanols having from 6 to 22 carbon atoms adducted with 1 to 10 mols of an alkylene oxide selected from the group consisting of ethylene oxide and propylene oxide, said adduct having at least 1 mol of oxypropylene per mol of alcohol, with at least a molecular equivalent of a sulfating agent stronger than concentrated sulfuric acid at temperatures of from 0.degree.C to 50.degree.C and recovering said secondary alcohol ether sulfate. These and other objects of the invention will become more apparent as the description thereof proceeds. PAC DESCRIPTION OF THE INVENTION It has now been surprisingly found that alkylene oxide adducts of secondary alcohols which contain at least one propylene glycol ether group can be sulfated simply with a high conversion rate. This result was the more unexpected since, as is known, on the introduction of propylene glycol ether groups by propoxylation, adducts with predominately secondary hydroxyl groups are formed. Therefore, the same difficulties in the further reaction of these adducts, especially in sulfation, would be expected as in the sulfation of secondary alcohols themselves. With this expectation, the sulfation of secondary alcohol propoxylates would appear to the expert as having little prospect of good yields. The invention relates, therefore, to a process for the preparation of surface-active ether and polyether sulfates which is characterized in that adducts of secondary alkanols having 6 to 22 carbon atoms adducted with 1 to 10 mols of alkylene oxide, possessing in the average at least 1 mol of propylene oxide per mol of alcohol, are reacted in a known manner at temperatures between 0.degree.C and 50.degree.C, particularly from 10.degree.C and 30.degree.C, with strong sulfating agents in at least stoichiometric amounts. As starting materials those adducts may be used that were obtained (1) by ethoxylation of secondary alcohols in the first step and subsequent propoxylation of the reaction mixtures, or (2) by reaction of secondary alcohols with ethylene oxide/propylene oxide mixtures, or (3) by the ethoxylation of reaction mixtures of secondary alcohols with propylene oxide, or (4) by pure propoxylation of secondary alcohols. The preferred starting materials are the adducts of propylene oxide to secondary alcohols or secondary alkanol propoxylates having 6 to 22 carbon atoms in the alkanol and 1 to 10 oxypropylene units. The mixed alkoxylates to be used contain preferably 1 to 4, particularly 2 to 3, oxyethylene groups. Of particular advantage among the pure propylene oxide adducts are those substance mixtures which were obtained by reaction of 1.5 to 5 mols of propylene oxide with 1 mol of secondary alcohol. The starting materials can be obtained by conventional alkoxylation methods. The alkoxylation can be carried out both anionically, in the presence of alkaline alkoxylation catalysts, such as alkali metal hydroxides or alkali metal alcoholates, particularly sodium, potassium and lithium lower alkanolates, and cationically in the presence of acidic catalysts, such as BF.sub.3, or in the presence of the tertiary oxonium salts described as alkoxylation catalysts in Belgian Pat. No. 715,048. If mixed adducts are used which have been obtained by propoxylation of ethylene oxide adducts of secondary alcohols as starting materials, such mixed adducts are preferred in which the alkoxylation in the first step was carried out by a cationic catalyst and in the second step with an anionic catalyst. Among the mixed adducts which are obtained by simultaneous addition of ethylene oxide and propylene oxide, or by propoxylation in the first step and ethoxylation in the second step, as well as in the pure propoxylation products, these are preferably prepared by reaction with an anionic catalyst. The secondary alcohols utilized to prepare the alkoxylation mixtures can be either compounds of uniform chain length or mixtures of homologs. Of particular economic advantage are those alcohol mixtures which have been obtained by the oxidation of paraffins in the presence of boron compounds, such as, for example, boric acid, boron trioxide, borates, boric acid esters, as well as other known reagents for the formation of secondary alcohols, such as arsenic acid, arsenic acid esters, arsenic trioxide, and others. The alkoxylation mixtures utilizable for the subsequent sulfation can be used as crude products, that is, without intervening purification or processing operations. This is of essential importance for the technical execution of the process. These crude alkoxylation mixtures contain, therefore, in addition to the desired alkylene oxide adducts of secondary alcohols, as secondary constituents, the corresponding alkylene and/or polyalkylene glycols as well as, possibly, non-reacted secondary alcohol. The sulfation of the alkoxylate mixture is preferably carried out in the temperature range of from 10.degree.C to 30.degree.C. By ""strong sulfating agents"" are meant those which are stronger than concentrated sulfuric acid, for example, SO.sub.3 or SO.sub.3 /air mixtures, oleum, chlorosulfonic acid, and the like. The addition of adduct formers for the sulfating agent or the presence of solvents are not required in the process. The preferred sulfating agent is chlorosulfonic acid. The mol ratio between the alkoxylate and the sulfating agent is advantageously chosen in the range of from 1:1.0 to 1:1.2, particularly in the range of from 1:1.02 to 1:1.1. The sulfation reaction can be carried out continuously or discontinuously. The reaction times lie between fractions of seconds to about 20 minutes, depending upon the sulfating agent and/or sulfating apparatus used. Particularly short reaction times are attained if the reaction is carried out with very strong sulfating agents, such as SO.sub.3 /air mixtures, in modern short-time sulfation reactors which operate by the split-ring or falling film principle. The products of the process have a substantially higher degree of sulfation than the products obtained by the sulfation of technical ethylene oxide adducts of secondary alcohols. They have, without further processing, very good surface-active properties and are superior, particularly in regard to their wetting action, to the known commercial sulfated adducts of ethylene oxide to primary alcohols. The advantages attainable with the invention consist primarily in that as a raw material source for surface-active, water-soluble sulfates, secondary alcohols have been made available. Particularly those secondary alcohols which are easily obtainable by paraffin oxidation in the presence of the above-named oxidation catalysts to produce secondary alcohols with statistically distributed hydroxyl groups. These alcohols are converted by alkoxylation to the substances suitable for sulfation. Thus, these petrochemical raw materials can form the basis for the desired surface-active substances. Anionic active derivatives of secondary alcohols were up to now technically not producible by a simple way although secondary alcohols have been produced for some time on a large scale. The use of secondary alcohols was, therefore, until now limited to the production of non-ionic substances. A further advantage of the process according to the invention can be seen in that the necessary alkoxylation may be carried out without a large expense in regard to catalysts and/or equipment. The following examples are illustrative of the invention without being deemed limitative in any respect. ",Henkel & Cie G.m.b.H.,"Horst Baumann,Werner Stein,Wilfried Umbach","217,476,137,554,073,000,000"
3931272,Biodegradable detergents,1/6/76," Novel compositions of matter which are useful as biodegradable detergents comprise alkali metal disubstituted cyclohexenyl sulfates. These compounds are prepared by condensing butadiene with allyl chloride, thereafter ring alkylating the resultant chloromethylcyclohexene with an olefin in the presence of a free-radical generating compound and reacting the disubstituted cyclohexene with an alkali metal salt of a sulfur-containing compound to form the desired product. ",Universal Oil Products Company,HermanS. Bloch,"33,329,783,652,684"
3931273,Method for sulphonatizing and sulphatizing organic compounds with sulphur trioxide and apparatus therefor,1/6/76," A continuous method for sulphonating and sulphating liquid organic compounds with gaseous sulphur trioxide diluted with inert gas in a plurality of externally cooled, parallel reaction tubes with downward flow communicating at the injection nozzles of the liquid and gas reactants with a single chamber under uniform pressure, from which an additional inert gas flows into the several reaction tubes so as to equalize the pressures downstream of all of said injection nozzles in order to provide for a uniform distribution of the reactants to said reaction tubes, as seen in FIGS. 1-5. This method is applied to all the organic compounds susceptible to said reactions. ",Costruzioni Meccaniche G. Mazzoni S.p.A.,Agostino Lanteri,"2,923,728,316,914,230,000,000,000,000"
3931274,"Bis(2,3-dibromopropyl carbonates) of tetrahalobisphenol A",1/6/76," The compounds bis(2,3-dibromopropyl carbonate) of tetrabromobisphenol A and bis(2,3-dibromopropyl carbonate) of tetrachlorobisphenol A are effective fire retardants and impart enhanced fire-retardant properties to normally-combustible polymers by incorporation therein of a fire-retardant amount of one of said compounds or a mixture thereof. The fire retardancy of such polymer composition is further enhanced by incorporation therein of an additional flame-retardant material, e.g., an arsenic, antimony, or bismuth compound, preferably antimony oxide. Such polymer compositions of enhanced fire-retardancy incorporating a compound of the invention. ",Great Lakes Chemical Corporation,"RobertM. Thomas,RastkoI. Mamuzic","3,267,070,368,800,130,000,000,000,000"
3931275,Bis(4-(4-hydroxybenzyl)phenyl) carbonic acid ester,1/6/76," Bis (4-[4-hyroxybenzyl]phenyl)carbonic acid ester and its pharmaceutically acceptable salts, are useful in the treatment of lipidemia. ",Sandoz Inc.,MarioGustav Buzzolini,"35,105,073,592,837,200,000,000,000,000,000,000"
3931276,2-Chloro-trichloro-benzonitriles,1/6/76," Benzonitrile derivatives having the formula: ##SPC1## Wherein X is Cl or CCl.sub.3, are prepared by reacting dimethyl benzonitriles having the formula: ##SPC2## With chlorine at temperatures of from 20.degree. to 200.degree.C, optionally in the presence of UV-irradiation to form bis-(trichloromethyl)-benzonitriles which are optionally chlorinated, if necessary after intermediate isolation, in a second reaction stage at temperatures of from 200.degree. to 280.degree.C until the elimination of carbon tetrachloride is over. ",Bayer Aktiengesellschaft,Erich Klauke,None
3931277,Novel isocyanates and processes for their preparation,1/6/76," Sulfonylamino-sulfonyl-isocyanates of the formula ##EQU1## where R.sub.1 is alkyl having from 1 to 12 carbon atoms, or cycloalkyl having from 4 to 8 carbon atoms, and R.sub.2 is alkyl or halogeno-alkyl, each having from 1 to 20 carbon atoms, cycloalkyl having from 5 to 8 carbon atoms; phenyl, benzyl or naphthyl optionally substituted by halogen, alkyl or alkoxy each having from 1 to 4 carbon atoms, cyano and/or nitro. ",Hoechst Aktiengesellschaft,"Gerhard Lohaus,Hilmar Mildenberger",None
3931278,Process for preparing 5-oxohexane-nitrile,1/6/76," Process for preparing 5-oxohexane-nitrile by reaction of acetone with acrylonitrile at elevated temperatures in the presence of an acid and a compound selected from the group consisting of primary amines, aliphatic amino alcohols, aliphatic amino carboxylic acids with primary amino groups or Schiff bases and in the presence of a minor quantity of water. ",Hoechst Aktiengesellschaft,Werner Muller,"276,896,238,552,662,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
3931279,5-Oxa prostaglandin F.sub.2.sub..alpha. analogs,1/6/76," 5-Oxa prostaglandin-type compounds and processes for making them. These compounds are useful for a variety of pharmacological purposes, including anti-ulcer, inhibition of platelet aggregation, increase of nasal patency, labor inducement at term, and wound healing. ",The Upjohn Company,NormanA. Nelson,None
3931280,Process for preparing alkyl trans-chrysanthemate,1/6/76, Alkyl cis-chrysanthemate is treated with a catalytic amount of alkali metal alkoxide at a temperature of about 50.degree. to 200.degree.C in the absence or presence of an aprotic solvent to give alkyl trans-chrysanthemate in a high purity and an excellent yield. ,,"Hirosuke Yoshioka,Masami Fukao,Gohu Suzukamo,Tsuneyuki Nagase","30,462,993,538,143"
3931281,Substituted anilide ester of PGA.sub.2,1/6/76," Substituted anilide esters of PGA.sub.2, 15-alkyl-PGA.sub.2, and 15(R)-15-alkyl-PGA.sub.2, and their racemic forms, and processes for producing them are disclosed. The products are useful for the same pharmacological and medical purposes as PGA.sub.2, 15-alkyl-PGA.sub.2, and 15(R)-15-alkyl-PGA.sub.2, and are also useful as a means for obtaining highly purified PGA.sub.2, 15-alkyl-PGA.sub.2, and 15(R)-15-alkyl-PGA.sub.2 products. ",The Upjohn Company,Walter Morozowich,None
3931282,11.alpha.-Hydroxymethyl prostaglandins,1/6/76," Novel process for the preparation of 11.alpha.-hydroxymethyl derivatives of natural (8R-) and racemic 9-keto-15.alpha.-hydroxy- and 9,15.alpha.-dihydroxy-prosta-5-cis,13-trans-dienoic and prost-13-transenoic acids, and the novel 15-methyl and ethyl substituted derivatives thereof, as well as the esters of the primary and secondary hydroxy groups and the non-toxic, pharmaceutically acceptable salts of the novel compounds. ",Syntex (U.S.A.) Inc.,"JosephM. Muchowski,Angel Guzman",3845042
3931283,11.beta.-PGF.sub.2.sub..beta. compounds,1/6/76," Novel methods are disclosed for transforming PGA.sub.2 and 15.beta.-PGA.sub.2 and their acetates, methyl esters, and acetate methyl esters to various prostanoic acids and esters of the PGE.sub.2 and PGF.sub.2.sub..alpha. series. Some of the latter are novel and are useful for the same pharmacological purposes as PGE.sub.2 and PGF.sub.2.sub..alpha.. ",The Upjohn Company,"JohnE. Pike,WilliamP. Schneider",None
3931284,11.beta.-PGE.sub.2 compounds,1/6/76," Novel methods are disclosed for transforming PGA.sub.2 and 15.beta.-PGA.sub.2 and their acetates, methyl esters, and acetate methyl esters to various prostanoic acids and esters of the PGE.sub.2 and PGF.sub.2.sub..alpha. series. Some of the latter are novel and are useful for the same pharmacological purposes as PGE.sub.2 and PGF.sub.2.sub..alpha.. ",The Upjohn Company,"JohnE. Pike,WilliamP. Schneider",None
3931285,Substituted tolyl esters of PGE.sub.1,1/6/76," Substituted phenyl and naphthyl esters of PGE.sub.1, 15-alkyl-PGE.sub.1, and 15(R)-15-alkyl-PGE.sub.1, and their racemic forms, and processes for producing them are disclosed. The products are useful for the same pharmacological and medical purposes as PGE.sub.1, 15-alkyl-PGE.sub.1, and 15(R)-15-alkyl-PGE.sub.1, and are also useful as a means for obtaining highly purified PGE.sub.1, 15-alkyl-PGE.sub.1, and 15(R)-alkyl-PGE.sub.1 products. ",The Upjohn Company,Walter Morozowich,None
3931286,Novel benzoylphenylacetic acid derivatives,1/6/76," Novel benzoylphenylacetic acid derivatives of the formula ##SPC1## Wherein X is selected from the group consisting of geranyloxy, pivaloyloxymethoxy and, ##EQU1## Z is alkyl of 1 to 4 carbon atoms and Y is selected from the group consisting of hydrogen and alkyl of 1 to 4 carbon atoms having anti-inflammatory and analgesic activity. ",Roussel-UCLAF,"Odile Le Martret,Jean Meier",3828093
